UserID,Age,Gender,Country,EducationLevel,CurrentJobTitle,YearsOfExperience,Industry,HasAISkills,AISkillsList,WillingnessToUpskill,UpskillingActionsTaken,SkillGapScore,FutureJobRisk,RecommendedLearningPath,LastProfileUpdate
USR-0408,42,Female,Australia,Bachelor's,Content Creator,24,Finance,False,,3,0,0.7,Low,"Data Visualization, Python",2023-08-31
USR-0409,42,Male,UK,PhD,Software Engineer,24,Education,False,,2,0,0.7,Low,"Prompt Engineering, NLP",2024-07-13
USR-0410,24,Female,Australia,Master's,Software Engineer,6,Finance,False,,5,4,0.7,Low,"Prompt Engineering, NLP",2023-04-23
USR-0411,46,Female,UK,Bachelor's,Teacher,22,Education,False,,4,1,0.7,Medium,"Prompt Engineering, NLP",2023-07-22
USR-0412,42,Female,Brazil,High School,Retail Manager,20,Media,False,,3,0,0.7,High,"Data Visualization, Python",2024-04-08
USR-0413,40,Female,Germany,Bachelor's,Content Creator,16,Tech,True,Computer Vision,4,5,0.21,Low,,2023-04-15
USR-0414,23,Female,France,Bachelor's,Financial Advisor,0,Education,False,,4,0,0.7,Medium,"Prompt Engineering, NLP",2023-08-13
USR-0415,46,Male,Brazil,Other,Admin Assistant,23,Manufacturing,False,,3,0,0.7,High,"Data Visualization, Python",2024-01-16
USR-0416,54,Female,Germany,Master's,Software Engineer,32,Manufacturing,False,,3,0,0.7,Low,"Prompt Engineering, NLP",2024-03-05
USR-0417,27,Male,UK,High School,AI Specialist,8,Manufacturing,False,,5,1,0.7,Low,"Data Visualization, Python",2023-03-12
USR-0418,59,Female,UK,Bachelor's,Software Engineer,38,Consulting,False,,4,3,0.7,Low,"Machine Learning, Deep Learning",2024-01-15
USR-0419,26,Female,Australia,Other,Software Engineer,2,Manufacturing,True,"Data Science, Deep Learning",4,1,0.36,Low,,2023-12-05
USR-0420,45,Female,Germany,Bachelor's,Teacher,21,Media,False,,2,2,0.7,Medium,"Data Visualization, Python",2023-03-25
USR-0421,33,Male,India,Master's,AI Specialist,9,Consulting,True,"Machine Learning, Deep Learning",5,5,0.35,Low,,2023-12-20
USR-0422,29,Male,France,Bachelor's,Content Creator,5,Media,False,,5,3,0.7,Low,"Machine Learning, Deep Learning",2023-05-02
USR-0423,33,Female,Australia,Bachelor's,Software Engineer,12,Manufacturing,False,,4,1,0.7,Low,"Machine Learning, Deep Learning",2023-11-13
USR-0424,49,Male,USA,Master's,Software Engineer,28,Manufacturing,True,Prompt Engineering,3,2,0.37,Low,,2023-04-29
USR-0425,50,Male,USA,Master's,Teacher,26,Manufacturing,False,,4,3,0.7,Low,"Machine Learning, Deep Learning",2024-07-13
USR-0426,36,Female,Brazil,Bachelor's,Retail Manager,16,Tech,False,,4,3,0.7,High,"Prompt Engineering, NLP",2023-12-15
USR-0427,60,Female,Brazil,High School,Nurse,38,Education,False,,3,1,0.7,High,"Python, Data Analysis, AI Ethics",2023-04-29
USR-0428,55,Female,France,Master's,Marketing Coordinator,33,Tech,False,,4,2,0.7,High,"Python, Data Analysis, AI Ethics",2024-03-12
USR-0429,45,Male,Canada,Master's,Software Engineer,21,Finance,False,,4,3,0.7,Low,"Python, Data Analysis, AI Ethics",2024-02-27
USR-0430,28,Prefer Not to Say,India,Other,Retail Manager,5,Manufacturing,False,,5,0,0.7,High,"Machine Learning, Deep Learning",2023-12-12
USR-0431,30,Male,USA,Bachelor's,Retail Manager,8,Media,False,,4,3,0.7,High,"Prompt Engineering, NLP",2024-01-30
USR-0432,24,Female,Canada,Master's,Nurse,4,Manufacturing,True,AI Ethics,5,4,0.29,Low,,2024-07-24
USR-0433,27,Female,India,Bachelor's,Admin Assistant,5,Retail,False,,5,2,0.7,High,AI for Business,2024-04-30
USR-0434,37,Female,France,High School,Data Analyst,16,Media,True,"Natural Language Processing, AI Ethics, Machine Learning",5,2,0.45,Medium,,2023-10-08
USR-0435,44,Female,USA,High School,Data Analyst,22,Manufacturing,False,,4,5,0.7,High,"Machine Learning, Deep Learning",2023-11-05
USR-0436,51,Male,Brazil,Bachelor's,Data Analyst,28,Tech,False,,3,2,0.7,Low,"Prompt Engineering, NLP",2024-02-20
USR-0437,40,Female,India,Bachelor's,AI Specialist,18,Media,False,,4,2,0.7,Low,"Machine Learning, Deep Learning",2024-07-14
USR-0438,44,Male,Germany,Other,Admin Assistant,23,Healthcare,False,,3,1,0.7,High,"Data Visualization, Python",2023-11-22
USR-0439,53,Female,USA,Master's,AI Specialist,32,Education,True,AI Ethics,2,1,0.4,Low,,2024-04-20
USR-0440,22,Male,India,Bachelor's,Software Engineer,1,Media,False,,5,2,0.7,Low,"Prompt Engineering, NLP",2023-11-18
USR-0441,36,Prefer Not to Say,France,Bachelor's,Data Analyst,18,Tech,True,"AI Ethics, Data Science, Prompt Engineering",4,2,0.21,Medium,,2024-03-06
USR-0442,52,Female,USA,High School,Software Engineer,34,Consulting,False,,3,1,0.7,Low,"Prompt Engineering, NLP",2023-11-20
USR-0443,41,Male,Canada,Bachelor's,Retail Manager,17,Healthcare,False,,4,2,0.7,High,"Machine Learning, Deep Learning",2023-02-07
USR-0444,26,Female,India,Bachelor's,AI Specialist,5,Consulting,False,,4,1,0.7,Low,"Data Visualization, Python",2024-04-11
USR-0445,34,Male,UK,Bachelor's,Nurse,16,Education,False,,4,3,0.7,Low,"Data Visualization, Python",2024-01-07
USR-0446,26,Female,UK,Bachelor's,Admin Assistant,6,Finance,False,,4,3,0.7,High,"Machine Learning, Deep Learning",2023-02-10
USR-0447,48,Male,Germany,Bachelor's,Operations Manager,30,Retail,False,,3,2,0.7,Low,AI for Business,2023-04-07
USR-0448,29,Male,Brazil,Bachelor's,Teacher,7,Education,False,,4,1,0.7,Low,"Machine Learning, Deep Learning",2023-04-24
USR-0449,48,Female,India,High School,Marketing Coordinator,25,Retail,False,,3,0,0.7,Medium,"Prompt Engineering, NLP",2024-01-17
USR-0450,60,Male,India,Bachelor's,Financial Advisor,36,Education,True,Deep Learning,3,0,0.4,Medium,,2024-07-11
USR-0451,58,Male,India,Bachelor's,Data Analyst,36,Consulting,False,,4,3,0.7,Medium,"Prompt Engineering, NLP",2023-10-29
USR-0452,57,Female,India,High School,Data Analyst,35,Education,False,,3,1,0.7,Medium,"Machine Learning, Deep Learning",2023-06-14
USR-0453,49,Male,Australia,Bachelor's,Content Creator,28,Media,False,,4,2,0.7,Low,"Prompt Engineering, NLP",2023-03-21
USR-0454,31,Female,Australia,Bachelor's,AI Specialist,8,Tech,False,,4,0,0.7,Low,"Data Visualization, Python",2023-08-16
USR-0455,47,Female,India,Bachelor's,Retail Manager,28,Manufacturing,False,,4,5,0.7,High,"Data Visualization, Python",2024-07-23
USR-0456,24,Male,Australia,Bachelor's,Operations Manager,1,Tech,False,,5,1,0.7,Medium,"Data Visualization, Python",2023-07-03
USR-0457,31,Female,UK,Bachelor's,Financial Advisor,7,Healthcare,False,,5,1,0.7,High,AI for Business,2023-09-14
USR-0458,60,Male,India,Bachelor's,Content Creator,36,Retail,False,,3,1,0.7,Low,"Machine Learning, Deep Learning",2024-06-22
USR-0459,28,Female,Brazil,Bachelor's,Content Creator,9,Tech,False,,5,1,0.7,Low,"Python, Data Analysis, AI Ethics",2023-03-22
USR-0460,43,Female,India,Bachelor's,Data Analyst,22,Finance,False,,4,1,0.7,Medium,"Machine Learning, Deep Learning",2023-05-09
USR-0461,38,Male,Brazil,Bachelor's,Admin Assistant,14,Consulting,False,,5,5,0.7,High,"Data Visualization, Python",2023-10-02
USR-0462,32,Male,Australia,Bachelor's,Content Creator,10,Finance,False,,3,2,0.7,Low,"Machine Learning, Deep Learning",2023-12-30
USR-0463,36,Female,India,Bachelor's,AI Specialist,17,Healthcare,False,,4,3,0.7,Low,"Python, Data Analysis, AI Ethics",2024-07-04
USR-0464,23,Female,USA,Bachelor's,AI Specialist,0,Finance,False,,4,0,0.7,Low,"Python, Data Analysis, AI Ethics",2023-06-12
USR-0465,40,Male,India,Master's,Admin Assistant,21,Media,False,,4,5,0.7,High,"Machine Learning, Deep Learning",2023-08-12
USR-0466,29,Female,India,PhD,Financial Advisor,10,Retail,False,,5,1,0.7,Medium,"Machine Learning, Deep Learning",2023-01-21
USR-0467,28,Male,India,PhD,Software Engineer,6,Media,True,AI Ethics,5,4,0.27,Low,,2024-04-15
USR-0468,50,Male,USA,Bachelor's,Admin Assistant,28,Education,False,,4,4,0.7,High,"Machine Learning, Deep Learning",2023-05-30
USR-0469,37,Male,UK,Bachelor's,Operations Manager,15,Healthcare,False,,4,2,0.7,Medium,"Machine Learning, Deep Learning",2023-08-24
USR-0470,34,Female,India,Bachelor's,Retail Manager,16,Manufacturing,False,,4,5,0.7,High,"Machine Learning, Deep Learning",2024-02-25
USR-0471,23,Female,Brazil,Bachelor's,Retail Manager,0,Finance,False,,5,2,0.7,High,AI for Business,2024-04-18
USR-0472,39,Female,USA,Bachelor's,Financial Advisor,21,Tech,False,,4,0,0.7,High,"Python, Data Analysis, AI Ethics",2023-10-02
USR-0473,54,Male,France,PhD,Financial Advisor,35,Finance,False,,2,2,0.7,Medium,"Python, Data Analysis, AI Ethics",2024-03-02
USR-0474,23,Female,Germany,Bachelor's,Marketing Coordinator,4,Media,False,,5,2,0.7,Low,"Python, Data Analysis, AI Ethics",2023-06-16
USR-0475,38,Female,India,Bachelor's,Admin Assistant,18,Finance,False,,5,5,0.7,High,"Python, Data Analysis, AI Ethics",2023-07-11
USR-0476,37,Female,USA,High School,Financial Advisor,13,Media,False,,5,4,0.7,High,AI for Business,2023-06-24
USR-0477,25,Female,Canada,Master's,Operations Manager,4,Education,True,"Machine Learning, Prompt Engineering, AI Ethics",3,1,0.27,Low,,2023-12-02
USR-0478,39,Female,USA,Other,Marketing Coordinator,21,Finance,False,,5,5,0.7,Medium,"Machine Learning, Deep Learning",2024-04-06
USR-0479,58,Male,Canada,Master's,Teacher,36,Media,True,"Prompt Engineering, Machine Learning, Computer Vision",2,1,0.39,Medium,,2024-03-27
USR-0480,45,Male,Germany,Bachelor's,Software Engineer,21,Finance,False,,4,1,0.7,Low,"Prompt Engineering, NLP",2023-04-03
USR-0481,43,Male,UK,Bachelor's,Retail Manager,24,Finance,False,,4,2,0.7,High,"Machine Learning, Deep Learning",2024-04-18
USR-0482,33,Non-Binary,Brazil,Bachelor's,Financial Advisor,9,Consulting,False,,5,2,0.7,Medium,"Data Visualization, Python",2023-07-22
USR-0483,56,Female,France,High School,AI Specialist,37,Tech,False,,4,4,0.7,Low,"Data Visualization, Python",2023-03-15
USR-0484,37,Male,France,Bachelor's,Teacher,14,Finance,False,,3,2,0.7,Medium,"Prompt Engineering, NLP",2023-10-28
USR-0485,39,Female,Germany,High School,Marketing Coordinator,21,Education,False,,3,2,0.7,Low,"Machine Learning, Deep Learning",2024-07-18
USR-0486,32,Male,Canada,Master's,Marketing Coordinator,8,Media,False,,5,1,0.7,Medium,"Machine Learning, Deep Learning",2023-06-01
USR-0487,47,Male,India,PhD,Retail Manager,29,Media,False,,3,2,0.7,High,AI for Business,2023-08-04
USR-0488,57,Female,India,Bachelor's,Teacher,37,Healthcare,False,,2,0,0.7,High,"Python, Data Analysis, AI Ethics",2023-03-03
USR-0489,28,Female,USA,Master's,Financial Advisor,4,Education,False,,5,0,0.7,Medium,"Machine Learning, Deep Learning",2023-08-30
USR-0490,27,Male,USA,Master's,Teacher,8,Manufacturing,False,,5,2,0.7,High,"Python, Data Analysis, AI Ethics",2024-03-12
USR-0491,55,Female,Germany,High School,Retail Manager,32,Media,False,,2,1,0.7,High,"Machine Learning, Deep Learning",2024-02-11
USR-0492,49,Male,USA,High School,Admin Assistant,25,Healthcare,True,"Machine Learning, Natural Language Processing, Data Science",4,3,0.49,High,,2024-04-13
USR-0493,59,Prefer Not to Say,France,Other,Teacher,36,Consulting,False,,4,3,0.7,Medium,AI for Business,2023-01-19
USR-0494,52,Female,USA,Bachelor's,Operations Manager,29,Tech,False,,4,5,0.7,Medium,"Prompt Engineering, NLP",2024-02-11
USR-0495,44,Female,UK,Bachelor's,Content Creator,21,Education,False,,3,2,0.7,Low,"Machine Learning, Deep Learning",2023-12-22
USR-0496,35,Female,Canada,High School,Retail Manager,12,Education,False,,5,2,0.7,High,"Data Visualization, Python",2023-03-19
USR-0497,57,Male,USA,Bachelor's,Teacher,35,Education,False,,4,4,0.7,Low,"Prompt Engineering, NLP",2024-06-16
USR-0498,49,Female,Australia,PhD,Marketing Coordinator,31,Education,True,Prompt Engineering,2,0,0.44,Low,,2023-02-02
USR-0499,46,Male,UK,Master's,Marketing Coordinator,22,Tech,True,"AI Ethics, Deep Learning, Prompt Engineering",3,1,0.27,Medium,,2023-08-18
USR-0500,43,Female,Australia,Bachelor's,Admin Assistant,22,Healthcare,False,,3,1,0.7,High,"Prompt Engineering, NLP",2024-01-25
USR-0501,44,Female,Brazil,Bachelor's,Financial Advisor,21,Retail,False,,4,3,0.7,High,"Data Visualization, Python",2024-04-30
USR-0502,43,Male,USA,Bachelor's,Software Engineer,22,Manufacturing,False,,4,2,0.7,Low,"Machine Learning, Deep Learning",2023-08-25
USR-0503,57,Male,USA,Bachelor's,Financial Advisor,38,Consulting,False,,4,2,0.7,High,AI for Business,2023-06-22
USR-0504,48,Female,India,Master's,Nurse,30,Consulting,True,"Machine Learning, Computer Vision, Prompt Engineering",4,5,0.36,Medium,,2023-03-31
USR-0505,33,Female,Germany,Bachelor's,Marketing Coordinator,9,Education,True,"Deep Learning, Data Science, AI Ethics",4,5,0.28,High,,2024-07-29
USR-0506,39,Female,India,Bachelor's,Nurse,16,Finance,False,,4,4,0.7,Medium,"Prompt Engineering, NLP",2023-05-02
USR-0507,52,Male,Canada,Bachelor's,Software Engineer,30,Retail,False,,3,0,0.7,Low,"Prompt Engineering, NLP",2024-05-06
USR-0508,43,Male,USA,Bachelor's,AI Specialist,25,Tech,False,,3,2,0.7,Low,"Prompt Engineering, NLP",2023-12-28
USR-0509,58,Male,Canada,High School,Content Creator,36,Healthcare,False,,4,2,0.7,Low,"Prompt Engineering, NLP",2023-08-08
USR-0510,40,Male,France,Bachelor's,Retail Manager,19,Education,False,,4,0,0.7,High,"Data Visualization, Python",2023-05-02
USR-0511,40,Female,USA,Bachelor's,Software Engineer,18,Education,False,,3,0,0.7,Low,AI for Business,2024-07-17
USR-0512,23,Male,Brazil,High School,Retail Manager,3,Consulting,False,,4,0,0.7,High,"Python, Data Analysis, AI Ethics",2023-02-27
USR-0513,51,Male,USA,Bachelor's,Content Creator,33,Finance,False,,3,1,0.7,Low,"Data Visualization, Python",2024-05-09
USR-0514,50,Female,Australia,Bachelor's,Admin Assistant,26,Manufacturing,False,,4,1,0.7,High,"Prompt Engineering, NLP",2024-07-30
USR-0515,27,Female,Australia,Bachelor's,Marketing Coordinator,5,Manufacturing,False,,5,3,0.7,High,"Data Visualization, Python",2024-05-10
USR-0516,28,Male,Australia,Bachelor's,Admin Assistant,8,Consulting,False,,5,2,0.7,High,"Machine Learning, Deep Learning",2023-08-19
USR-0517,43,Female,Germany,Master's,Teacher,23,Tech,True,"Computer Vision, Data Science, Deep Learning",2,0,0.16,Low,,2024-02-25
USR-0518,47,Female,USA,Master's,Software Engineer,26,Media,True,Machine Learning,3,2,0.4,Low,,2023-05-04
USR-0519,31,Female,France,Bachelor's,Operations Manager,10,Tech,True,"Data Science, Machine Learning",5,2,0.21,Low,,2024-07-01
USR-0520,45,Male,UK,Bachelor's,Teacher,21,Media,False,,2,1,0.7,Low,"Python, Data Analysis, AI Ethics",2024-05-04
USR-0521,35,Male,India,Bachelor's,Financial Advisor,14,Tech,False,,4,3,0.7,High,"Python, Data Analysis, AI Ethics",2023-08-09
USR-0522,22,Male,India,Bachelor's,Content Creator,3,Manufacturing,False,,5,1,0.7,Low,"Python, Data Analysis, AI Ethics",2023-11-21
USR-0523,30,Female,India,PhD,Nurse,6,Tech,False,,5,5,0.7,High,"Prompt Engineering, NLP",2024-02-13
USR-0524,24,Male,Germany,Bachelor's,Financial Advisor,3,Finance,False,,5,2,0.7,Low,"Machine Learning, Deep Learning",2024-04-04
USR-0525,42,Male,India,High School,Retail Manager,18,Finance,False,,3,2,0.7,High,"Python, Data Analysis, AI Ethics",2023-07-26
USR-0526,31,Female,USA,Master's,Teacher,9,Tech,False,,4,2,0.7,Medium,"Machine Learning, Deep Learning",2023-01-24
USR-0527,50,Female,France,Bachelor's,Nurse,26,Media,False,,3,1,0.7,High,"Prompt Engineering, NLP",2023-05-06
USR-0528,48,Male,India,Bachelor's,Admin Assistant,28,Consulting,False,,4,2,0.7,High,"Python, Data Analysis, AI Ethics",2023-12-12
USR-0529,57,Female,France,Bachelor's,Admin Assistant,38,Manufacturing,True,"Natural Language Processing, Machine Learning",4,0,0.37,High,,2024-01-07
USR-0530,39,Female,India,Master's,Retail Manager,17,Media,False,,5,2,0.7,High,"Data Visualization, Python",2023-12-06
USR-0531,44,Female,India,Bachelor's,Content Creator,21,Consulting,False,,3,0,0.7,Low,"Prompt Engineering, NLP",2023-04-26
USR-0532,58,Male,Canada,Bachelor's,Admin Assistant,36,Consulting,False,,3,0,0.7,High,AI for Business,2024-02-12
USR-0533,49,Non-Binary,India,Master's,AI Specialist,28,Retail,False,,2,1,0.7,Low,AI for Business,2023-09-02
USR-0534,45,Male,UK,High School,Data Analyst,27,Healthcare,False,,2,2,0.7,High,"Machine Learning, Deep Learning",2024-03-05
USR-0535,37,Male,France,Bachelor's,Financial Advisor,18,Retail,False,,5,4,0.7,Low,"Python, Data Analysis, AI Ethics",2023-02-19
USR-0536,55,Male,India,High School,Content Creator,33,Consulting,False,,3,1,0.7,Low,"Data Visualization, Python",2024-04-13
USR-0537,58,Male,Australia,Master's,Data Analyst,37,Tech,False,,2,0,0.7,Low,"Machine Learning, Deep Learning",2023-01-20
USR-0538,40,Male,Germany,Other,Content Creator,20,Retail,False,,2,2,0.7,Low,AI for Business,2024-05-28
USR-0539,47,Male,USA,Bachelor's,Content Creator,29,Finance,False,,4,4,0.7,Low,"Python, Data Analysis, AI Ethics",2023-10-14
USR-0540,60,Male,India,Bachelor's,Data Analyst,37,Consulting,False,,3,2,0.7,High,"Data Visualization, Python",2024-02-05
USR-0541,50,Female,Brazil,Master's,Admin Assistant,29,Manufacturing,False,,4,3,0.7,High,"Python, Data Analysis, AI Ethics",2024-05-18
USR-0542,60,Male,Germany,Master's,Marketing Coordinator,39,Education,False,,3,1,0.7,Low,"Prompt Engineering, NLP",2024-05-12
USR-0543,51,Female,Australia,Other,Retail Manager,33,Tech,True,"Computer Vision, AI Ethics, Machine Learning",3,2,0.43,High,,2023-08-22
USR-0544,24,Female,Australia,High School,AI Specialist,4,Education,True,Machine Learning,5,2,0.4,Low,,2023-09-18
USR-0545,41,Male,Germany,High School,Admin Assistant,21,Media,False,,4,4,0.7,High,"Machine Learning, Deep Learning",2023-02-05
USR-0546,50,Female,India,Bachelor's,AI Specialist,30,Tech,False,,4,5,0.7,Low,"Data Visualization, Python",2024-04-20
USR-0547,28,Male,UK,Master's,AI Specialist,4,Media,True,"Deep Learning, Computer Vision",5,3,0.27,Low,,2023-04-03
USR-0548,40,Female,USA,Master's,Teacher,21,Retail,False,,3,2,0.7,Medium,AI for Business,2024-05-18
USR-0549,41,Female,Brazil,Bachelor's,AI Specialist,18,Retail,False,,3,2,0.7,Low,"Data Visualization, Python",2024-04-09
USR-0550,29,Female,India,Master's,Operations Manager,6,Consulting,False,,5,3,0.7,Medium,"Machine Learning, Deep Learning",2023-01-23
USR-0551,24,Male,Canada,High School,Financial Advisor,5,Media,False,,4,5,0.7,High,AI for Business,2023-02-21
USR-0552,46,Male,India,Bachelor's,Admin Assistant,27,Education,False,,3,0,0.7,High,"Machine Learning, Deep Learning",2023-05-15
USR-0553,59,Male,France,High School,Operations Manager,39,Media,False,,4,4,0.7,Low,"Machine Learning, Deep Learning",2023-07-07
USR-0554,35,Male,Brazil,Bachelor's,AI Specialist,17,Healthcare,False,,4,0,0.7,Low,AI for Business,2024-06-07
USR-0555,40,Female,UK,Other,Marketing Coordinator,19,Media,False,,2,1,0.7,Medium,"Data Visualization, Python",2023-01-17
USR-0556,28,Male,USA,Master's,Financial Advisor,7,Tech,True,Data Science,4,2,0.22,Medium,,2023-08-06
USR-0557,30,Male,Canada,PhD,Admin Assistant,7,Finance,False,,4,1,0.7,High,"Data Visualization, Python",2024-06-08
USR-0558,36,Male,USA,High School,Financial Advisor,16,Retail,False,,5,0,0.7,Medium,AI for Business,2024-03-30
USR-0559,46,Male,UK,Bachelor's,Marketing Coordinator,22,Media,False,,4,5,0.7,Medium,"Data Visualization, Python",2023-05-16
USR-0560,59,Female,Brazil,Bachelor's,Teacher,40,Education,False,,4,2,0.7,Medium,"Prompt Engineering, NLP",2023-09-27
USR-0561,42,Non-Binary,Australia,High School,Software Engineer,24,Education,False,,3,2,0.7,Low,"Python, Data Analysis, AI Ethics",2023-11-16
USR-0562,35,Female,USA,Bachelor's,Retail Manager,13,Manufacturing,False,,5,4,0.7,High,"Python, Data Analysis, AI Ethics",2023-05-31
USR-0563,27,Male,UK,Bachelor's,Content Creator,4,Retail,False,,5,1,0.7,Low,"Prompt Engineering, NLP",2024-04-20
USR-0564,58,Male,USA,Bachelor's,AI Specialist,37,Tech,True,"Computer Vision, Deep Learning, AI Ethics",4,2,0.31,Low,,2024-01-11
USR-0565,32,Female,India,Master's,Data Analyst,12,Consulting,True,Data Science,5,1,0.3,Low,,2024-05-12
USR-0566,26,Female,USA,High School,Marketing Coordinator,2,Consulting,False,,4,0,0.7,Medium,"Python, Data Analysis, AI Ethics",2024-01-08
USR-0567,48,Female,Germany,Master's,Data Analyst,29,Retail,False,,4,4,0.7,Medium,"Machine Learning, Deep Learning",2024-04-01
USR-0568,49,Female,USA,Bachelor's,Nurse,30,Finance,False,,3,2,0.7,High,"Data Visualization, Python",2023-06-12
USR-0569,35,Male,Brazil,Bachelor's,Teacher,17,Finance,False,,5,5,0.7,Low,"Python, Data Analysis, AI Ethics",2024-07-16
USR-0570,32,Male,USA,Bachelor's,Retail Manager,9,Media,False,,5,5,0.7,High,"Data Visualization, Python",2023-07-25
USR-0571,23,Non-Binary,USA,Master's,Retail Manager,0,Finance,False,,5,3,0.7,High,"Data Visualization, Python",2024-01-07
USR-0572,36,Female,UK,High School,Teacher,13,Tech,True,"Computer Vision, Data Science",4,4,0.29,Medium,,2024-02-02
USR-0573,37,Female,UK,Master's,Retail Manager,16,Tech,True,"Machine Learning, Computer Vision, Data Science",5,5,0.25,High,,2023-10-20
USR-0574,25,Male,USA,Bachelor's,Software Engineer,4,Media,False,,4,0,0.7,Low,"Prompt Engineering, NLP",2023-11-28
USR-0575,56,Male,USA,Master's,Marketing Coordinator,36,Consulting,False,,3,1,0.7,Low,"Prompt Engineering, NLP",2023-02-20
USR-0576,30,Male,Australia,Master's,Financial Advisor,7,Consulting,False,,5,4,0.7,Medium,"Machine Learning, Deep Learning",2023-05-19
USR-0577,32,Female,India,Master's,Software Engineer,8,Consulting,False,,5,1,0.7,Low,"Python, Data Analysis, AI Ethics",2023-12-05
USR-0578,26,Male,Australia,Bachelor's,Nurse,7,Education,False,,5,4,0.7,Medium,"Machine Learning, Deep Learning",2023-05-01
USR-0579,30,Female,Germany,High School,AI Specialist,8,Education,True,"Data Science, Prompt Engineering, Machine Learning",4,1,0.36,Low,,2024-04-18
USR-0580,60,Female,UK,Master's,Retail Manager,40,Retail,False,,3,1,0.7,High,"Python, Data Analysis, AI Ethics",2024-02-12
USR-0581,44,Female,Germany,Bachelor's,Admin Assistant,20,Tech,True,"Data Science, Machine Learning, AI Ethics",4,0,0.21,High,,2024-04-26
USR-0582,34,Male,USA,Master's,Data Analyst,14,Consulting,True,"Deep Learning, AI Ethics, Machine Learning",3,1,0.27,High,,2023-08-12
USR-0583,25,Male,USA,Bachelor's,Teacher,6,Retail,False,,5,3,0.7,High,"Python, Data Analysis, AI Ethics",2023-08-26
USR-0584,29,Female,Canada,Master's,AI Specialist,11,Consulting,True,"Prompt Engineering, Deep Learning",4,2,0.34,Low,,2024-07-17
USR-0585,37,Female,Germany,High School,Retail Manager,19,Healthcare,False,,4,2,0.7,High,"Machine Learning, Deep Learning",2023-09-14
USR-0586,45,Male,India,High School,Admin Assistant,27,Consulting,False,,4,5,0.7,High,"Python, Data Analysis, AI Ethics",2023-04-20
USR-0587,49,Male,France,Master's,Content Creator,28,Consulting,False,,4,2,0.7,Low,"Machine Learning, Deep Learning",2024-06-09
USR-0588,47,Female,Brazil,Master's,Content Creator,29,Manufacturing,False,,3,0,0.7,Low,"Prompt Engineering, NLP",2024-03-30
USR-0589,33,Non-Binary,Canada,Master's,Software Engineer,11,Education,False,,5,1,0.7,Low,"Data Visualization, Python",2023-12-08
USR-0590,29,Female,India,High School,Teacher,6,Education,False,,4,0,0.7,High,AI for Business,2023-09-28
USR-0591,26,Male,India,High School,Admin Assistant,8,Manufacturing,False,,3,0,0.7,High,"Prompt Engineering, NLP",2023-12-12
USR-0592,33,Female,USA,Bachelor's,Admin Assistant,10,Media,False,,5,2,0.7,High,"Prompt Engineering, NLP",2023-06-30
USR-0593,32,Female,USA,High School,Retail Manager,9,Consulting,False,,4,4,0.7,High,"Python, Data Analysis, AI Ethics",2023-08-30
USR-0594,45,Female,Germany,PhD,Admin Assistant,26,Retail,False,,3,1,0.7,High,"Data Visualization, Python",2024-03-26
USR-0595,22,Male,Canada,Master's,Software Engineer,0,Education,False,,5,0,0.7,Low,"Data Visualization, Python",2023-01-29
USR-0596,34,Male,Germany,High School,Admin Assistant,10,Media,False,,3,0,0.7,High,"Machine Learning, Deep Learning",2024-04-19
USR-0597,28,Male,India,Master's,Marketing Coordinator,5,Tech,False,,4,1,0.7,Low,"Machine Learning, Deep Learning",2023-08-29
USR-0598,48,Female,USA,High School,Software Engineer,25,Retail,False,,3,0,0.7,Low,"Prompt Engineering, NLP",2023-06-27
USR-0599,32,Male,Australia,Bachelor's,Teacher,12,Healthcare,False,,4,3,0.7,Medium,"Python, Data Analysis, AI Ethics",2023-02-26
USR-0600,44,Male,Canada,Bachelor's,Nurse,23,Retail,False,,3,0,0.7,Medium,AI for Business,2023-12-11
USR-0601,58,Female,USA,Other,Admin Assistant,36,Consulting,False,,3,2,0.7,High,"Prompt Engineering, NLP",2024-04-09
USR-0602,25,Male,Australia,Other,Admin Assistant,1,Tech,True,Machine Learning,4,0,0.28,High,,2023-11-27
USR-0603,50,Female,USA,Bachelor's,Software Engineer,28,Media,False,,4,3,0.7,Low,"Prompt Engineering, NLP",2023-12-25
USR-0604,33,Male,India,Bachelor's,Content Creator,11,Retail,False,,4,1,0.7,Low,"Prompt Engineering, NLP",2024-05-15
USR-0605,38,Male,USA,Master's,Operations Manager,17,Tech,True,"Prompt Engineering, Machine Learning",4,5,0.15,High,,2024-03-15
USR-0606,33,Female,USA,Bachelor's,Operations Manager,13,Education,True,"Natural Language Processing, Computer Vision, Prompt Engineering",4,5,0.29,Low,,2023-03-06
USR-0607,40,Male,USA,High School,Content Creator,20,Finance,False,,2,0,0.7,Low,"Python, Data Analysis, AI Ethics",2023-05-29
USR-0608,31,Male,France,Bachelor's,Software Engineer,8,Consulting,False,,4,5,0.7,Low,"Machine Learning, Deep Learning",2023-02-16
USR-0609,47,Male,Australia,Master's,AI Specialist,23,Media,False,,3,1,0.7,Low,"Data Visualization, Python",2024-01-09
USR-0610,59,Male,USA,Master's,Marketing Coordinator,38,Consulting,False,,4,4,0.7,Medium,"Prompt Engineering, NLP",2023-05-20
USR-0611,59,Non-Binary,USA,Master's,Nurse,37,Tech,True,"Deep Learning, Computer Vision, Data Science",4,5,0.28,Medium,,2024-05-16
